filename,path,file_size_bytes,encoding,row_count,column_count,column_names,duplicate_row_count,duplicate_note,likely_role,role_reason,date_columns
blinkit_dataset.csv,data/raw/blinkit_dataset.csv,2228855,utf-8-sig,13000,25,product_id|product_name|category|brand|price|discount_pct|final_price|rating|num_reviews|delivery_time_min|city|seller|stock|sold_quantity|profit_margin_pct|is_organic|packaging_type|weight_g|shelf_life_days|reorder_level|demand_index|date_added|expiry_date|offer_type|delivery_status,0,exact_via_pandas_hash,PRODUCT,catalog/stock fields without order identifiers; also sold_quantity/sales-like metrics [secondary: INVENTORY],date_added|expiry_date
ecommerce_delivery_analytics.csv,data/raw/ecommerce_delivery_analytics.csv,9340073,utf-8-sig,100000,11,Order ID|Customer ID|Platform|Order Date & Time|Delivery Time (Minutes)|Product Category|Order Value (INR)|Customer Feedback|Service Rating|Delivery Delay|Refund Requested,0,exact_via_pandas_hash,ORDER,order grain plus return/refund columns [secondary: RETURN flags],
ecommerce_return_abuse_dataset.csv,data/raw/ecommerce_return_abuse_dataset.csv,11345555,utf-8-sig,60000,35,order_id|customer_id|age|account_age_days|customer_segment|country|platform|device_type|payment_method|product_category|avg_order_value_usd|refund_amount_requested_usd|is_high_value_item|discount_used|order_date|return_date|days_to_return|return_reason|total_orders_lifetime|total_returns_lifetime|return_rate_pct|item_returned_opened|return_packaging_intact|photo_evidence_provided|tracking_number_valid|shipping_carrier|address_change_before_delivery|refund_to_different_account|multiple_accounts_flag|customer_support_contacts|previous_dispute_count|wishlist_to_cart_time_hrs|review_left_after_return|abuse_type|abuse_label,0,exact_via_pandas_hash,RETURN,"return fields + abuse/fraud labels (abuse_label, abuse_type, return_date, return_reason) [secondary: FRAUD]",order_date|return_date
final_new_cleaned_orders.csv,data/raw/final_new_cleaned_orders.csv,14079583,utf-8-sig,100000,18,order_id|customer_id|platform_name|product_category_id|order_datetime|delivery_time_min|order_value_inr|delivery_delay|refund_requested|service_rating|customer_feedback|product_category_name|sla_delay|Segment|hour|weekday|date|order_hour,0,exact_via_pandas_hash,ORDER,order grain plus return/refund columns [secondary: RETURN flags],order_datetime|date
Kaggle_Ecommerce Data.csv,data/raw/Kaggle_Ecommerce Data.csv,3787531,utf-8-sig,34500,19,order_id|customer_id|product_id|category|price|discount|quantity|payment_method|order_date|delivered_date|region|returned|request_date|return_reason|total_amount|shipping_cost|profit_margin|customer_age|customer_gender,0,exact_via_pandas_hash,ORDER,order grain plus return/refund columns [secondary: RETURN flags],order_date|delivered_date|request_date
zepto_v2.csv,data/raw/zepto_v2.csv,300179,cp1252,3732,9,Category|name|mrp|discountPercent|availableQuantity|discountedSellingPrice|weightInGms|outOfStock|quantity,2,exact_via_pandas_hash,PRODUCT,catalog/stock fields without order identifiers [secondary: INVENTORY],
