policy_weight,accuracy,macro_f1,weighted_f1,policy_precision,policy_recall,policy_f1,legitimate_f1,fraudulent_return_f1,wardrobing_f1,best_iteration
1.0,0.9991111111111111,0.9976547879402791,0.9991108012142896,0.9971126082771896,0.9951969260326609,0.9961538461538462,1.0,0.9989429175475687,0.9955223880597015,103
1.25,0.9991111111111111,0.9976547879402791,0.9991108012142896,0.9971126082771896,0.9951969260326609,0.9961538461538462,1.0,0.9989429175475687,0.9955223880597015,104
1.5,0.9991111111111111,0.9976547879402791,0.9991108012142896,0.9971126082771896,0.9951969260326609,0.9961538461538462,1.0,0.9989429175475687,0.9955223880597015,102
1.75,0.999,0.997402770511325,0.998999847867687,0.9961538461538462,0.9951969260326609,0.9956751561749159,1.0,0.9984135378106822,0.9955223880597015,106
2.0,0.999,0.997402770511325,0.998999847867687,0.9961538461538462,0.9951969260326609,0.9956751561749159,1.0,0.9984135378106822,0.9955223880597015,102
