threshold,accuracy,macro_f1,policy_precision,policy_recall,policy_f1
0.3,0.9288888888888889,0.9079155162270068,0.7130089374379345,0.6897214217098944,0.701171875
0.35,0.933,0.9089391326971991,0.7623873873873874,0.6503362151777138,0.7019180922757906
0.4,0.9356666666666666,0.9086995868463441,0.8109137055837563,0.6138328530259366,0.6987424822307272
0.45,0.9376666666666666,0.9072894064119469,0.8702623906705539,0.5734870317002881,0.6913723219455703
0.5,0.9357777777777778,0.9012469413186954,0.8978930307941653,0.5321805955811719,0.6682750301568154
0.55,0.9357777777777778,0.9012469413186954,0.8978930307941653,0.5321805955811719,0.6682750301568154
0.6,0.9357777777777778,0.9012469413186954,0.8978930307941653,0.5321805955811719,0.6682750301568154
0.65,0.9357777777777778,0.9012469413186954,0.8978930307941653,0.5321805955811719,0.6682750301568154
